Class		Comments	BComments	NumOfLines	WhileCount	ForCount	IfCondCount	BracketCount	AllSpaces	CSS	Assignment	AssignOpp	Equality	EqualityOpp	OpenParenL	OpenParenR	OpenParenOpp	CloseParenL	CloseParenR	CloseParenOpp
Person11		21		0		237		7		8		22		1		0		57		67		72		40		76		0		0		88		0		4		88
Person11		6		3		251		10		1		5		0		0		6		30		118		46		92		2		0		25		0		3		25

Person12		41		0		313		0		17		11		14		0		171		121		130		85		184		27		1		35		1		33		35
Person12		35		22		411		9		17		22		28		0		419		94		94		252		390		4		57		66		54		66		66
Person12		58		19		329		4		8		6		30		0		142		58		58		152		368		4		34		35		34		33		35
Person12		19		19		258		3		0		8		0		0		24		72		72		174		224		8		0		19		0		12		19
Person12		45		48		471		5		1		31		0		0		135		88		88		76		248		37		0		46		0		42		46
Person12		48		6		251		0		0		16		30		0		68		44		44		90		258		0		16		16		16		16		16

Person14		10		4		233		1		3		10		21		0		27		40		40		34		98		0		0		20		0		18		20
Person14		2		7		155		0		1		3		14		0		5		20		20		24		92		0		0		11		0		6		11
Person14		10		3		354		3		9		17		38		0		51		84		84		64		154		0		5		51		6		34		51
Person14		9		4		228		2		4		6		20		0		11		50		50		29		92		0		0		19		0		12		19
Person14		4		9		343		4		1		5		31		0		23		86		86		44		84		0		0		16		0		13		16
Person14		7		2		167		2		1		4		14		0		30		56		56		24		38		1		4		13		4		13		13
Person14		45		7		540		7		12		36		54		0		83		126		126		74		192		0		0		101		0		65		101
Person14		33		11		467		14		0		21		40		0		82		206		206		29		76		0		0		45		0		41		45
Person14		27		4		458		4		9		21		44		0		58		122		122		54		190		0		4		59		5		37		59

Person15		12		15		303		2		1		39		0		0		116		122		132		186		504		42		0		47		0		44		47
Person15		32		23		463		5		1		60		0		0		214		231		238		295		598		66		0		78		0		69		78
Person15		6		22		305		1		6		41		0		0		127		92		98		200		526		48		0		60		0		49		60
Person15		37		14		452		1		1		57		0		0		162		202		220		190		626		60		0		79		0		63		79
Person15		22		70		1045		1		14		85		1		0		299		354		370		438		1184		98		0		121		0		99		121
Person15		22		13		274		1		6		25		0		0		130		114		114		103		166		32		0		33		0		32		33

Person16		134		39		870		0		8		14		67		0		96		126		126		382		706		19		0		25		0		24		25
Person16		190		73		1435		8		23		34		163		0		322		236		236		494		780		41		0		95		0		75		95
Person16		46		21		390		2		5		7		46		0		63		42		42		246		546		14		0		21		0		14		21
Person16		109		58		1107		3		19		27		104		0		245		170		170		423		780		34		0		69		0		54		69
Person16		49		72		1515		2		3		50		188		0		155		120		120		682		1184		39		0		99		1		64		99
